review_comment_message,review_score
abri protocolo para devolu  o  produto de baixa qualidade deu problema no primeiro dia de uso     lannister virou um mercado livre      pedidos   problemas ,1
entrega no prazo e como descrito no site,5
a lannister sempre se superandoo,5
fui surpreendido pela efic cia   timo atentimento ,5
otimo atendimento  tudo certo  entregue dentro do prazo ,5
obrigada pela qualidade do produto  e pela entrega tbm que era previsto para       e chegou dia        adorei  parab ns ,5
a mercadoria n o foi entregue ainda  ,1
ainda n o utilizei o produto,4
recebi a encomenda de forma normal e dentro do prazo  contudo  recebi de primeira uma data de entrega estimada e que posterior  a data foi aumentando  n o gostei dessa atitude  demorou   semanas ,2
eu pedi q cancelacem antes da nf ser emitida pq eu havia ganhado de presente um igual    n o cancelaram    mandaram assim msm    eu pedi quando a nf ainda n o tinha sido emitida,1
muito linda deu um charme na minha sala   ,5
 timo atendimento e entrega antes do prazo ,5
n o recebi o produto completo  comprei quantidade    e recebi somente     e consta na nota da entrega tem quantidade    e com volume      quero receber a outra sem custo nenhum  pois o erro n o foi me,3
recomendo ,4
as bolsas s o lindas por fora  a cor   bem pr xima da foto  mas por dentro n o tem o forro da descri  o e o acabamento deixou um pouco a desejar  no mais a entrega foi super r pida ,3
preciso urgente desta mercadoria  o prazo maximo era at  o dia   e at  agora n o chegou,1
otimo material bem resistente espa osa     gostei ,4
 timo servi o,5
presta  o de servi os de alta qualidade ,5
o produto   de muita baixa qualidade,2
produto entregue bem embalado  em perfeitas condi  es  ,5
demorou mas entregou ,2
a compra efetuada foram dois ursos que rezam  um rosa e um azul  recebi somente um dos produtos que adquiri  o rosa  estou aguardando retorno do vendedor  sobre o que ocorreu e se vou receber o outro,3
produto com defeito apresenta risco por n o ser confi vel  j  eviei e mail e efetuei liga  es e sem retorno ,1
de modo geral    satisfat rio por ser grava  o em laser  mas justamente por ser a laser  deixa a desejar quanto a centraliza  o do pingente com a marca  bem como da qualidade da grava  o ,3
chegou antes da data prevista   eu recomendaria para meus amigos a loja stark est  de parab ns  ,5
tapete lindo chegou muito antes do prazo ,5
gostei muito,4
poderia ter agilizado com a entrega  por m recebi o produto em  timas condi  es ,4
protudo chegou em  timo estado de conserva  o  e antes do prazo ,5
produto de excelente qualidade e a entrega foi feita antes do prazo previsto  muito satisfeita  ,5
o produto   muito lindo e est  com pre o excelente  a entrega foi super r pida  ocorrendo muito antes do prazo    recomendo  o quarto ficou irado    ,5
o produto veio sem nota fiscal  tive que solicitar pelo telefone ,3
o produto n o   bom ,3
muito satisfeito eu recomendo,5
podem comprar sem medo,5
gosto de comprar nessa loja porque agente   precisa avisar da entrega  ,4
excelente produto  ,5
produto entregue no prazo nota   ,5
a descri  o do produto estava errada e n o consegui usar o produto  pedi o cancelamento fazem    dias e ainda n o obtive resposta,1
muito bom   exelente,5
atendimento eficaz e entrega dentro do prazo,5
chegou um pouco antes do prazo  isso   bom,5
gostei demais do travesseiro    como descrito no site ,5
super recomendo entrega e produtos ok ,5
sem pontualidade n o da satisfa  o ao cliente ,1
satisfeito com a aquisi  o e neg cio   entrega no prazo  com produto bem embalado  com a nota fiscal  caixa original  garantia e manual do usu rio   primeiras impress es o rel gio est  em perfeito ,5
atendeu as expectativas,5
muito bom  encomenda chegou certinha,5
meu mosquiteiro veio com dois furos na parte superior e pedir um mosquiteiro king porem nao veio kiung e sim queem,1
muito bom,3
produto chegou rapidamente e conforme o anunciado ,5
produto de baixa qualidade ,2
produto de qualidade  pre o justo  entrega dentro do prazo   o produto atendeu as minhas expectativas   recomendo o vendedor ,5
me foi enviado o produto errado ,1
efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade  aguardando tratativa ,1
adorei o produto chegou antes do prazo estipulado estou muito satisfeita ,5
tudo ok,5
o quadro foi entregue pelos correios e chegou com uma madeira atr s quebrada e a tela do quadro danificada afundada   ou seja   chegou avariado o produto ,3
produto importado  o meu veio com defeito,2
produto simples e bonito,4
gostei muito da agilidade na entrega,5
ainda n o recebi,1
esperava maior um pouco,4
o produto   razoavel   envio do produto embalagem propria  chegou td amassado quase q danificou   ,3
produto chegou antes do prazo  muito bem embalado pelo fornecedor  sem avarias     a qualidado produto   muito boa ,5
s  gostaria de saber o dia correto da entrega   ,3
produtos muito bons  ,5
otimo produto,5
bom dia     comprei um bebedouro vermelho met lico      recebi um bebedouro rosa    obs    meu cachorro   macho   ,2
n o foi entregue  a primeira vez que acontece isso ,1
o produto demorou um m s para ser entregue   tempo demais poderia ter chegado antes da data limite  fora isso tudo ok ,4
comprei   unidades do produto  veio avariado visto que a embalagem   muito fraca  sendo que veio com dois buracos no fundo da panela  devido a press o que dog colocado em cima dele ,1
s  acho que poderia ter comprado mais cartuchos  mas n o as fiz porque cada cartucho veio em um frete diferente  coisa que poderiam ser colocados em um  nico pacote  o que baratearia o frete ,5
eu comprei nas lannister  por se tratar de uma loja de confian a  por m ao chegar o produto descobri que o que foi vendido pela marca targus  era na verdade um produto falsificado  n o confio mais,3
excelente servi o,5
pedido foi cancelado e mesmo assim a loja enviou o produto  devolvi o produto e quero o estorno da compra em meu cart o de cr dito ,1
comprei um jogo de panelas com   panelas e uma panela de press o vermelho e panelas do tipo oval  recebi um jogo com   panelas e jogo de esp tulas pretos  coisa que n o pedi  veio apenas uma frideira ,1
comprei num dia e recebi no outro e a mercadoria   excelente   ,5
n o gostei da qualidade do enchimento das almofadas,1
conforme j  solicitei  preciso fazer a devolu  o  ele n o foi entregue no prazo que eu precisa  j  solicitei por aqui e j  entrei em contato com o vendedor  estou no aguardo para fazer a devolu  o ,4
gostaei da rapidez da entrega,5
quero saber dos demais produtos eram   itens ,1
parab ns ,5
n o posso dar opini o sobre produto pois n o recebi  sobre a loja eu n o recomendo  pois atrasa as entregas ,1
produto chegou no prazo  em perfeitas condi oes e veio embalado de forma incrivel  muito bem embalado mesmo    chegou sem nenhum arranhao  ,5
n o recebi o produto,1
comprei   dois  produtos iguais e tive que pagar   dois  fretes  a empresa poderia ter colocado em uma  nica embalagem e cobrar apenas um frete  produto entregue em perfeitas condi  es   timo produto ,4
 timo produto ,5
produto de qualidade  entrega muito demorada,3
entrega muita r pida e produto em  timo estado ,5
gostaria de saber se o produto mudou de embalagem  pois comprei a embalagem vermelha e recebi outra embalagem toda florida  preciso saber se   o mesmo produto  ,5
lavabo bem bonito e igual a descri  o  veio com uma mancha bem pequena  mas nada que seja um problema  recomendo ,4
produto entregue totalmente diferente do comprado,2
 timo em tds os aspectos,5
ainda estou aguardando,2
aida nao recebi o produto,4
recebi antes da data prometida  recomendo esta loja  ,5
demorou quase trinta dias  tempo demais,4
depende para que eu possa avaliar se resolverem meu problema pos a compra era   os correios s  entregar o um pacote contendo   peneus,2
gostei muito,5
bom,5
boa tarde    tive problemas com meu pedido sim    veio o mosqueteiro errado    pedi um de tamanho queen  que arrastasse at  o ch o e com o c rculo em cima bem grande  veio pequeno de cama de casal nor,1
ate agora tudo perfeito  produto e entrega no prazo,5
comprei   rel gios  mas s  foi entregue  ,2
produto ok  recebido dentro do prazo  bem antes do previsto ,5
a entrega foi antecipado  mais umas das panelas de press o veio com o suporte quebrado ,2
tudo ok ,5
 timo produto  recomendo ,5
entrega muito demorada  comprei em            e at  agora n o recebi os produtos,1
bom,5
o produto chegou conforme anunciado  gostei ,4
dentro do prazo e informacoes do encaminhamento do produto de forma clara,5
excelente  recomendo ,5
o produto enteque veio errado ,1
n o recebi o produto  o produto consta como enviado para o correio de ribeir o preto  o correio n o recebeu o produto  envie varias mensagem para a targaryen e n o obtive  esta targaryen esta sujando seu nome,1
gostei,5
o produto veio fora da especifica  o  a calota vendida tinha o s mbolo da citro n  mas a calota veio sem este s mbolo  ,2
ent o conprei gostei mas nao e tudo isso nao achei q seria melhor,2
loja de confian a chegou no praso,5
amei o produto  super f cil de manusear e a lannister est  de parab ns  pois chegou bem antes do prazo ,4
super recomendo os produtos s o lindos    ,5
pedi duas carteiras  uma veio com defeito e outra veio errada      a q pedi     pedi reembolso e creio q isso correr  bem ,2
motor  timo  s  n o vem as cremalheiras junto ,3
gostei muito do produto  entrega muito r pida ,5
excelente produto e a entrega chegou antes do prazo previsto     timo,4
produto chegou antes do prazo estabelecido ,5
excelente chegou antes do combinado  parab ns ,5
gostei muito do produto nao tem ardencia nos olhos e nem cheiro alisou     fos meus cabelos mais acho que da segunda vez ficara super liso ,4
entregou antes do prazo estipulado   timo  por isso que sempre compro no site ,5
apesar de n o ter um bom acabamento  o produto   bem funcional ,4
entrega perfeita  at  antes do prazo  produto em perfeito estado e de  tima qualidade  ,5
aaa,4
 timo produto ,5
veio certinho e super r pido  amei meu lustre gente    ,5
bonito  bom e chegou r pido,5
recebi apenas   detector de metal e a compra foram de   unidades  como podemos resolver isso   aguardo orienta  es   ,1
boa noite na compra diz wireless    mbs multilaser mais  g n o teria que vim o modem  g que conecta no usb nele ,2
satisfeito ,4
chegou dentro do prazo  muito bonito  valeu ,5
muito bom recomendo,5
otimi produto entrega excelente,5
legal  tudo certo  entrega rapida,4
comprei dois pares de alian a e chegou apenas duas unidades masculinas em minha casa   estou aguardando resposta da empresa para envio das outras duas unidades femeninas que n o cheopu ,1
acho que deveriam mudar o modo de entrega  pois os correios deixam muito a desejar  vieram uma  nica vez entregar meu produto e foi um domingo   tarde e mandaram de volta pro remetente o produto ,2
acho que deveria nos enformar mais rapido onde esta o produto,3
amei    ,5
eu recebi desta loja apenas dois pendentes  paguei o boleto antecipado e um produto n o veio  trata se de um pendente em alum nio meia bola medio escovado no valor de r       quero   de volta  ,1
vcs t  deixando a desejar comprei produtos com vcs e vcs demora entregar e ainda cancela o pedido sem autoriza  o ,1
produto entregue antes do prazo  bom custo benef cio  ,4
n o recebi uma outra encomenda dessa loja estou esperando eles me enviarem as duas prote nas de  kg   ,2
o produto foi entregue antes do prazo  e aprovado ,4
fiz uma compra de dois por m os dois tem o mesmo c digo e s  veio um comprei uma colcha que chegou certinho mas n o veio a saia da cama box,2
chegou bem antes do prazo determinado  e tudo certinho amei o produto e super recomendo ,5
atendeu as expectivas,5
compro por que confio  minhas comprar sempre chegaram no prazo e at  antes dele  nunca tive problemas eu recomendo ,5
rapidez na entrega  ,3
mercadoria conforme foi pedido  chegou antes do prazo  recomendo ,5
mas esta demorando muito desta vez ,2
produto entregue  para os leigos como eu  as pe as v m desmontadas e devemos montar  algumas  tal qual a biciclieta  necessitam de cola para permanecer de p   melhor op  o   a cola madeira  ,4
prazo esgotado  produto ainda n o entregue,1
bom  a resma chegou muitobem embalada  dentro do prazo e afora vamos testar para verificar a qualidade do papel ,4
produto correto e entregue no prazo conforme acordado  eu recomendo ,4
super recomendo   para mim  foi uma agrad vel surpresa  o n vel de atendimento da amaricanas com  sensacional   ,5
parab ns a loja lannister e o parceiro meu produto veio bem embalado e ele   mto lindo e grande do jeito que eu queria    a cor marrom   conforme mostra na foto eu amei o meu pendente  ,5
recebi apenas   perfume  perfume h o   o perfume ototemo n o recebi ainda  estou preocupada pois no pedido consta que recebi dois perfumes   ,1
maravilhosa ,5
o produto chegou bem antes do prazo  mas com defeito  veio quebrado o lugar de fazer o encaixar  muito bonitinha  mas fr gil  tentei realizar a troca pelo site e n o consegui  ,1
